,Quarter,Region,State,Purpose,Trips
11070,1/04/2010,Hunter,New South Wales,Holiday,300.9918864
11071,1/07/2010,Hunter,New South Wales,Holiday,281.0662991
11072,1/10/2010,Hunter,New South Wales,Holiday,273.6038208
11073,1/01/2011,Hunter,New South Wales,Holiday,421.403795
11074,1/04/2011,Hunter,New South Wales,Holiday,369.2129835
11075,1/07/2011,Hunter,New South Wales,Holiday,259.2352052
11076,1/10/2011,Hunter,New South Wales,Holiday,279.8606332
11077,1/01/2012,Hunter,New South Wales,Holiday,368.3704222
11078,1/04/2012,Hunter,New South Wales,Holiday,280.2639984
11079,1/07/2012,Hunter,New South Wales,Holiday,236.8380657
11080,1/10/2012,Hunter,New South Wales,Holiday,305.0962598
11081,1/01/2013,Hunter,New South Wales,Holiday,329.4135922
11082,1/04/2013,Hunter,New South Wales,Holiday,286.9122614
11083,1/07/2013,Hunter,New South Wales,Holiday,286.6140534
11084,1/10/2013,Hunter,New South Wales,Holiday,265.9820556
11085,1/01/2014,Hunter,New South Wales,Holiday,334.4899626
11086,1/04/2014,Hunter,New South Wales,Holiday,334.0353061
11087,1/07/2014,Hunter,New South Wales,Holiday,259.1200485
11088,1/10/2014,Hunter,New South Wales,Holiday,311.2465163
11089,1/01/2015,Hunter,New South Wales,Holiday,377.9731782
11090,1/04/2015,Hunter,New South Wales,Holiday,331.712181
11091,1/07/2015,Hunter,New South Wales,Holiday,249.3321427
11092,1/10/2015,Hunter,New South Wales,Holiday,323.538918
11093,1/01/2016,Hunter,New South Wales,Holiday,426.936055
11094,1/04/2016,Hunter,New South Wales,Holiday,304.7781839
11095,1/07/2016,Hunter,New South Wales,Holiday,281.3878632
11096,1/10/2016,Hunter,New South Wales,Holiday,415.7966645
11097,1/01/1998,Hunter,New South Wales,Other,10.7635167
11098,1/04/1998,Hunter,New South Wales,Other,6.2397392
11099,1/07/1998,Hunter,New South Wales,Other,41.6794056
11100,1/10/1998,Hunter,New South Wales,Other,25.8995008
11101,1/01/1999,Hunter,New South Wales,Other,7.0035329
11102,1/04/1999,Hunter,New South Wales,Other,24.0900102
11103,1/07/1999,Hunter,New South Wales,Other,21.6186146
11104,1/10/1999,Hunter,New South Wales,Other,7.4590361
11105,1/01/2000,Hunter,New South Wales,Other,33.2485926
11106,1/04/2000,Hunter,New South Wales,Other,22.9586336
11107,1/07/2000,Hunter,New South Wales,Other,13.8017098
11108,1/10/2000,Hunter,New South Wales,Other,41.039185
11109,1/01/2001,Hunter,New South Wales,Other,11.7052188
11110,1/04/2001,Hunter,New South Wales,Other,16.8720596
11111,1/07/2001,Hunter,New South Wales,Other,22.3474147
11112,1/10/2001,Hunter,New South Wales,Other,40.6989011
11113,1/01/2002,Hunter,New South Wales,Other,29.1471595
11114,1/04/2002,Hunter,New South Wales,Other,25.4342802
11115,1/07/2002,Hunter,New South Wales,Other,22.2159767
11116,1/10/2002,Hunter,New South Wales,Other,33.1019753
11117,1/01/2003,Hunter,New South Wales,Other,26.939136
11118,1/04/2003,Hunter,New South Wales,Other,30.902312
11119,1/07/2003,Hunter,New South Wales,Other,2.6648197
11120,1/10/2003,Hunter,New South Wales,Other,13.5107435
11121,1/01/2004,Hunter,New South Wales,Other,16.3868587
11122,1/04/2004,Hunter,New South Wales,Other,10.7111688
11123,1/07/2004,Hunter,New South Wales,Other,11.2493435
11124,1/10/2004,Hunter,New South Wales,Other,20.7734398
11125,1/01/2005,Hunter,New South Wales,Other,22.4685963
11126,1/04/2005,Hunter,New South Wales,Other,17.2594978
11127,1/07/2005,Hunter,New South Wales,Other,16.6130122
11128,1/10/2005,Hunter,New South Wales,Other,27.1681073
11129,1/01/2006,Hunter,New South Wales,Other,19.299971
11130,1/04/2006,Hunter,New South Wales,Other,9.681081
11131,1/07/2006,Hunter,New South Wales,Other,19.330575
11132,1/10/2006,Hunter,New South Wales,Other,22.672211
11133,1/01/2007,Hunter,New South Wales,Other,12.3802456
11134,1/04/2007,Hunter,New South Wales,Other,24.5271479
11135,1/07/2007,Hunter,New South Wales,Other,24.5625378
11136,1/10/2007,Hunter,New South Wales,Other,21.3899227
11137,1/01/2008,Hunter,New South Wales,Other,20.1920973
11138,1/04/2008,Hunter,New South Wales,Other,24.7283247
11139,1/07/2008,Hunter,New South Wales,Other,20.6393305
11140,1/10/2008,Hunter,New South Wales,Other,24.5071616
11141,1/01/2009,Hunter,New South Wales,Other,20.0289874
11142,1/04/2009,Hunter,New South Wales,Other,19.0541584
11143,1/07/2009,Hunter,New South Wales,Other,55.7747238
11144,1/10/2009,Hunter,New South Wales,Other,11.6862545
11145,1/01/2010,Hunter,New South Wales,Other,28.7559729
11146,1/04/2010,Hunter,New South Wales,Other,16.8235897
11147,1/07/2010,Hunter,New South Wales,Other,15.9435605
11148,1/10/2010,Hunter,New South Wales,Other,36.3945964
11149,1/01/2011,Hunter,New South Wales,Other,20.8767494
11150,1/04/2011,Hunter,New South Wales,Other,31.6614685
11151,1/07/2011,Hunter,New South Wales,Other,21.3991367
11152,1/10/2011,Hunter,New South Wales,Other,42.6636314
11153,1/01/2012,Hunter,New South Wales,Other,10.0552714
11154,1/04/2012,Hunter,New South Wales,Other,17.9475861
11155,1/07/2012,Hunter,New South Wales,Other,31.9096113
11156,1/10/2012,Hunter,New South Wales,Other,46.0880942
11157,1/01/2013,Hunter,New South Wales,Other,24.0483386
11158,1/04/2013,Hunter,New South Wales,Other,43.3130298
11159,1/07/2013,Hunter,New South Wales,Other,16.7049495
11160,1/10/2013,Hunter,New South Wales,Other,32.8936557
11161,1/01/2014,Hunter,New South Wales,Other,37.7589302
11162,1/04/2014,Hunter,New South Wales,Other,29.5784483
11163,1/07/2014,Hunter,New South Wales,Other,22.6710275
11164,1/10/2014,Hunter,New South Wales,Other,15.1844173
11165,1/01/2015,Hunter,New South Wales,Other,17.0073434
11166,1/04/2015,Hunter,New South Wales,Other,38.4812766
11167,1/07/2015,Hunter,New South Wales,Other,42.1691549
11168,1/10/2015,Hunter,New South Wales,Other,22.9258266
11169,1/01/2016,Hunter,New South Wales,Other,30.0006381
11170,1/04/2016,Hunter,New South Wales,Other,62.4104752
11171,1/07/2016,Hunter,New South Wales,Other,28.9053678
11172,1/10/2016,Hunter,New South Wales,Other,25.4215797
11173,1/01/1998,Hunter,New South Wales,Visiting,266.1474153
11174,1/04/1998,Hunter,New South Wales,Visiting,268.7461965
11175,1/07/1998,Hunter,New South Wales,Visiting,253.3673332
11176,1/10/1998,Hunter,New South Wales,Visiting,252.0542735
11177,1/01/1999,Hunter,New South Wales,Visiting,313.4756535
11178,1/04/1999,Hunter,New South Wales,Visiting,251.778073
11179,1/07/1999,Hunter,New South Wales,Visiting,198.4050027
11180,1/10/1999,Hunter,New South Wales,Visiting,263.655869
11181,1/01/2000,Hunter,New South Wales,Visiting,258.6842057
11182,1/04/2000,Hunter,New South Wales,Visiting,226.5951496
11183,1/07/2000,Hunter,New South Wales,Visiting,266.8447892
11184,1/10/2000,Hunter,New South Wales,Visiting,310.6655908
11185,1/01/2001,Hunter,New South Wales,Visiting,208.4274693
11186,1/04/2001,Hunter,New South Wales,Visiting,268.1108312
11187,1/07/2001,Hunter,New South Wales,Visiting,246.9819828
11188,1/10/2001,Hunter,New South Wales,Visiting,204.5312775
11189,1/01/2002,Hunter,New South Wales,Visiting,247.6383569
11190,1/04/2002,Hunter,New South Wales,Visiting,299.1452285
11191,1/07/2002,Hunter,New South Wales,Visiting,221.0224051
11192,1/10/2002,Hunter,New South Wales,Visiting,264.7718659
11193,1/01/2003,Hunter,New South Wales,Visiting,205.7197665
11194,1/04/2003,Hunter,New South Wales,Visiting,207.4307417
11195,1/07/2003,Hunter,New South Wales,Visiting,230.490046
11196,1/10/2003,Hunter,New South Wales,Visiting,270.1838337
11197,1/01/2004,Hunter,New South Wales,Visiting,333.5243262
11198,1/04/2004,Hunter,New South Wales,Visiting,317.5062911
11199,1/07/2004,Hunter,New South Wales,Visiting,207.9104527
11200,1/10/2004,Hunter,New South Wales,Visiting,253.0004565
11201,1/01/2005,Hunter,New South Wales,Visiting,263.1231543
11202,1/04/2005,Hunter,New South Wales,Visiting,225.2504756
11203,1/07/2005,Hunter,New South Wales,Visiting,238.8705218
11204,1/10/2005,Hunter,New South Wales,Visiting,287.178543
11205,1/01/2006,Hunter,New South Wales,Visiting,301.204375
11206,1/04/2006,Hunter,New South Wales,Visiting,263.154125
11207,1/07/2006,Hunter,New South Wales,Visiting,246.930406
11208,1/10/2006,Hunter,New South Wales,Visiting,283.127257
11209,1/01/2007,Hunter,New South Wales,Visiting,244.0100611
11210,1/04/2007,Hunter,New South Wales,Visiting,287.1854243
11211,1/07/2007,Hunter,New South Wales,Visiting,250.4476442
11212,1/10/2007,Hunter,New South Wales,Visiting,305.86669
11213,1/01/2008,Hunter,New South Wales,Visiting,318.0407879
11214,1/04/2008,Hunter,New South Wales,Visiting,223.7769457
11215,1/07/2008,Hunter,New South Wales,Visiting,250.0527729
11216,1/10/2008,Hunter,New South Wales,Visiting,238.0426458
11217,1/01/2009,Hunter,New South Wales,Visiting,236.748298
11218,1/04/2009,Hunter,New South Wales,Visiting,215.6431913
11219,1/07/2009,Hunter,New South Wales,Visiting,215.6974464
11220,1/10/2009,Hunter,New South Wales,Visiting,298.7623825
11221,1/01/2010,Hunter,New South Wales,Visiting,307.7350457
11222,1/04/2010,Hunter,New South Wales,Visiting,217.6154433
11223,1/07/2010,Hunter,New South Wales,Visiting,259.9942814
11224,1/10/2010,Hunter,New South Wales,Visiting,217.2894462
11225,1/01/2011,Hunter,New South Wales,Visiting,277.9822321
11226,1/04/2011,Hunter,New South Wales,Visiting,268.3970598
11227,1/07/2011,Hunter,New South Wales,Visiting,185.9120614
11228,1/10/2011,Hunter,New South Wales,Visiting,323.8652327
11229,1/01/2012,Hunter,New South Wales,Visiting,247.8803376
11230,1/04/2012,Hunter,New South Wales,Visiting,201.4320008
11231,1/07/2012,Hunter,New South Wales,Visiting,296.8187937
11232,1/10/2012,Hunter,New South Wales,Visiting,324.7654639
11233,1/01/2013,Hunter,New South Wales,Visiting,254.0139121
11234,1/04/2013,Hunter,New South Wales,Visiting,256.3514623
11235,1/07/2013,Hunter,New South Wales,Visiting,276.0464617
11236,1/10/2013,Hunter,New South Wales,Visiting,283.4568258
11237,1/01/2014,Hunter,New South Wales,Visiting,340.417006
11238,1/04/2014,Hunter,New South Wales,Visiting,282.9826199
11239,1/07/2014,Hunter,New South Wales,Visiting,314.2896048
11240,1/10/2014,Hunter,New South Wales,Visiting,329.1189018
11241,1/01/2015,Hunter,New South Wales,Visiting,312.32319
11242,1/04/2015,Hunter,New South Wales,Visiting,258.0985087
11243,1/07/2015,Hunter,New South Wales,Visiting,315.6175978
11244,1/10/2015,Hunter,New South Wales,Visiting,338.2474284
11245,1/01/2016,Hunter,New South Wales,Visiting,288.672285
11246,1/04/2016,Hunter,New South Wales,Visiting,314.4863378
11247,1/07/2016,Hunter,New South Wales,Visiting,337.0756145
11248,1/10/2016,Hunter,New South Wales,Visiting,302.9944368
11249,1/01/1998,Kakadu Arnhem,Northern Territory,Business,8.6152202
11250,1/04/1998,Kakadu Arnhem,Northern Territory,Business,11.375423
11251,1/07/1998,Kakadu Arnhem,Northern Territory,Business,10.8691556
11252,1/10/1998,Kakadu Arnhem,Northern Territory,Business,8.3166545
11253,1/01/1999,Kakadu Arnhem,Northern Territory,Business,5.5802835
11254,1/04/1999,Kakadu Arnhem,Northern Territory,Business,13.170365
11255,1/07/1999,Kakadu Arnhem,Northern Territory,Business,11.3145184
11256,1/10/1999,Kakadu Arnhem,Northern Territory,Business,3.8948187
11257,1/01/2000,Kakadu Arnhem,Northern Territory,Business,12.7716403
11258,1/04/2000,Kakadu Arnhem,Northern Territory,Business,8.5553059
11259,1/07/2000,Kakadu Arnhem,Northern Territory,Business,20.3023048
11260,1/10/2000,Kakadu Arnhem,Northern Territory,Business,12.5114356
11261,1/01/2001,Kakadu Arnhem,Northern Territory,Business,9.3580076
11262,1/04/2001,Kakadu Arnhem,Northern Territory,Business,8.0666559
11263,1/07/2001,Kakadu Arnhem,Northern Territory,Business,12.2204701
11264,1/10/2001,Kakadu Arnhem,Northern Territory,Business,11.1431675
11265,1/01/2002,Kakadu Arnhem,Northern Territory,Business,3.4333199
11266,1/04/2002,Kakadu Arnhem,Northern Territory,Business,34.8763502
11267,1/07/2002,Kakadu Arnhem,Northern Territory,Business,6.6335383
11268,1/10/2002,Kakadu Arnhem,Northern Territory,Business,15.5217679
11269,1/01/2003,Kakadu Arnhem,Northern Territory,Business,11.0836072
11270,1/04/2003,Kakadu Arnhem,Northern Territory,Business,9.6758026
11271,1/07/2003,Kakadu Arnhem,Northern Territory,Business,18.8592259
11272,1/10/2003,Kakadu Arnhem,Northern Territory,Business,14.1808852
11273,1/01/2004,Kakadu Arnhem,Northern Territory,Business,3.0871441
11274,1/04/2004,Kakadu Arnhem,Northern Territory,Business,16.1144719
11275,1/07/2004,Kakadu Arnhem,Northern Territory,Business,8.1039829
11276,1/10/2004,Kakadu Arnhem,Northern Territory,Business,8.5475317
11277,1/01/2005,Kakadu Arnhem,Northern Territory,Business,18.0578096
11278,1/04/2005,Kakadu Arnhem,Northern Territory,Business,14.698659
11279,1/07/2005,Kakadu Arnhem,Northern Territory,Business,8.8636504
11280,1/10/2005,Kakadu Arnhem,Northern Territory,Business,5.6062973
11281,1/01/2006,Kakadu Arnhem,Northern Territory,Business,11.352684
11282,1/04/2006,Kakadu Arnhem,Northern Territory,Business,11.448784
11283,1/07/2006,Kakadu Arnhem,Northern Territory,Business,15.0947
11284,1/10/2006,Kakadu Arnhem,Northern Territory,Business,15.474392
11285,1/01/2007,Kakadu Arnhem,Northern Territory,Business,8.1356579
11286,1/04/2007,Kakadu Arnhem,Northern Territory,Business,17.0412038
11287,1/07/2007,Kakadu Arnhem,Northern Territory,Business,18.6720372
11288,1/10/2007,Kakadu Arnhem,Northern Territory,Business,28.2339396
11289,1/01/2008,Kakadu Arnhem,Northern Territory,Business,6.2688571
11290,1/04/2008,Kakadu Arnhem,Northern Territory,Business,22.7869936
11291,1/07/2008,Kakadu Arnhem,Northern Territory,Business,11.6695681
11292,1/10/2008,Kakadu Arnhem,Northern Territory,Business,17.6080238
11293,1/01/2009,Kakadu Arnhem,Northern Territory,Business,8.2259725
11294,1/04/2009,Kakadu Arnhem,Northern Territory,Business,7.2402261
11295,1/07/2009,Kakadu Arnhem,Northern Territory,Business,18.754693
11296,1/10/2009,Kakadu Arnhem,Northern Territory,Business,10.1469498
11297,1/01/2010,Kakadu Arnhem,Northern Territory,Business,6.4079605
11298,1/04/2010,Kakadu Arnhem,Northern Territory,Business,21.3711406
11299,1/07/2010,Kakadu Arnhem,Northern Territory,Business,5.1959362
11300,1/10/2010,Kakadu Arnhem,Northern Territory,Business,5.8382665
11301,1/01/2011,Kakadu Arnhem,Northern Territory,Business,4.1786347
11302,1/04/2011,Kakadu Arnhem,Northern Territory,Business,3.9362283
11303,1/07/2011,Kakadu Arnhem,Northern Territory,Business,9.8546058
11304,1/10/2011,Kakadu Arnhem,Northern Territory,Business,7.193291
11305,1/01/2012,Kakadu Arnhem,Northern Territory,Business,8.6304408
11306,1/04/2012,Kakadu Arnhem,Northern Territory,Business,5.243694
11307,1/07/2012,Kakadu Arnhem,Northern Territory,Business,8.5529559
11308,1/10/2012,Kakadu Arnhem,Northern Territory,Business,3.8327771
11309,1/01/2013,Kakadu Arnhem,Northern Territory,Business,11.6711064
11310,1/04/2013,Kakadu Arnhem,Northern Territory,Business,7.3647753
11311,1/07/2013,Kakadu Arnhem,Northern Territory,Business,6.0036223
11312,1/10/2013,Kakadu Arnhem,Northern Territory,Business,10.0066886
11313,1/01/2014,Kakadu Arnhem,Northern Territory,Business,3.523669
11314,1/04/2014,Kakadu Arnhem,Northern Territory,Business,10.6072308
11315,1/07/2014,Kakadu Arnhem,Northern Territory,Business,10.4022211
11316,1/10/2014,Kakadu Arnhem,Northern Territory,Business,8.561123
11317,1/01/2015,Kakadu Arnhem,Northern Territory,Business,15.1747888
11318,1/04/2015,Kakadu Arnhem,Northern Territory,Business,45.1064594
11319,1/07/2015,Kakadu Arnhem,Northern Territory,Business,22.1229483
11320,1/10/2015,Kakadu Arnhem,Northern Territory,Business,30.7734856
11321,1/01/2016,Kakadu Arnhem,Northern Territory,Business,20.2839026
11322,1/04/2016,Kakadu Arnhem,Northern Territory,Business,21.5619689
11323,1/07/2016,Kakadu Arnhem,Northern Territory,Business,23.6327158
11324,1/10/2016,Kakadu Arnhem,Northern Territory,Business,30.7521418
11325,1/01/1998,Kakadu Arnhem,Northern Territory,Holiday,8.8826567
11326,1/04/1998,Kakadu Arnhem,Northern Territory,Holiday,36.2076892
11327,1/07/1998,Kakadu Arnhem,Northern Territory,Holiday,35.9056442
11328,1/10/1998,Kakadu Arnhem,Northern Territory,Holiday,18.6473929
11329,1/01/1999,Kakadu Arnhem,Northern Territory,Holiday,6.2239153
